(6708,204, -75,000, -75,000)
(6708,204, 75,000, -75,000)
(0,000, 75,000, -75,000)
(0,000, -75,000, -75,000)

(6708,204, 75,000, -75,000)
(6708,204, 75,000, 75,000)
(0,000, 75,000, 75,000)
(0,000, 75,000, -75,000)

(6708,204, 75,000, 75,000)
(6708,204, -75,000, 75,000)
(0,000, -75,000, 75,000)
(0,000, 75,000, 75,000)

(6708,204, -75,000, 75,000)
(6708,204, -75,000, -75,000)
(0,000, -75,000, -75,000)
(0,000, -75,000, 75,000)

(6708,204, 75,000, -75,000)
(6708,204, -75,000, -75,000)
(6708,204, -75,000, 75,000)
(6708,204, 75,000, 75,000)

(0,000, -75,000, -75,000)
(0,000, 75,000, -75,000)
(0,000, 75,000, 75,000)
(0,000, -75,000, 75,000)

