(3815,836, 6067,082, 150,000)
(3950,000, 6000,000, 150,000)
(6950,000, 12000,000, 150,000)
(6815,836, 12067,082, 150,000)

(3815,836, 6067,082, 0,000)
(3815,836, 6067,082, 150,000)
(6815,836, 12067,082, 150,000)
(6815,836, 12067,082, 0,000)

(3950,000, 6000,000, 0,000)
(3815,836, 6067,082, 0,000)
(6815,836, 12067,082, 0,000)
(6950,000, 12000,000, 0,000)

(3950,000, 6000,000, 150,000)
(3950,000, 6000,000, 0,000)
(6950,000, 12000,000, 0,000)
(6950,000, 12000,000, 150,000)

(3815,836, 6067,082, 150,000)
(3950,000, 6000,000, 150,000)
(6950,000, 12000,000, 150,000)
(6815,836, 12067,082, 150,000)

(3950,000, 6000,000, 150,000)
(3950,000, 6000,000, 0,000)
(6950,000, 12000,000, 0,000)
(6950,000, 12000,000, 150,000)

(3815,836, 6067,082, 150,000)
(3950,000, 6000,000, 150,000)
(6950,000, 12000,000, 150,000)
(6815,836, 12067,082, 150,000)

(3815,836, 6067,082, 150,000)
(3950,000, 6000,000, 150,000)
(6950,000, 12000,000, 150,000)
(6815,836, 12067,082, 150,000)

(3950,000, 6000,000, 0,000)
(3815,836, 6067,082, 0,000)
(6815,836, 12067,082, 0,000)
(6950,000, 12000,000, 0,000)

(3815,836, 6067,082, 150,000)
(3950,000, 6000,000, 150,000)
(6950,000, 12000,000, 150,000)
(6815,836, 12067,082, 150,000)

(3950,000, 6000,000, 0,000)
(3815,836, 6067,082, 0,000)
(6815,836, 12067,082, 0,000)
(6950,000, 12000,000, 0,000)

(3815,836, 6067,082, 0,000)
(3815,836, 6067,082, 150,000)
(6815,836, 12067,082, 150,000)
(6815,836, 12067,082, 0,000)

(3950,000, 6000,000, 150,000)
(3950,000, 6000,000, 0,000)
(6950,000, 12000,000, 0,000)
(6950,000, 12000,000, 150,000)

(3950,000, 6000,000, 0,000)
(3815,836, 6067,082, 0,000)
(6815,836, 12067,082, 0,000)
(6950,000, 12000,000, 0,000)

(3950,000, 6000,000, 150,000)
(3950,000, 6000,000, 0,000)
(6950,000, 12000,000, 0,000)
(6950,000, 12000,000, 150,000)

(3815,836, 6067,082, 0,000)
(3815,836, 6067,082, 150,000)
(6815,836, 12067,082, 150,000)
(6815,836, 12067,082, 0,000)

(2865,836, 6067,082, 150,000)
(3000,000, 6000,000, 150,000)
(6000,000, 12000,000, 150,000)
(5865,836, 12067,082, 150,000)

(3000,000, 6000,000, 150,000)
(3000,000, 6000,000, 0,000)
(6000,000, 12000,000, 0,000)
(6000,000, 12000,000, 150,000)

(3000,000, 6000,000, 0,000)
(2865,836, 6067,082, 0,000)
(5865,836, 12067,082, 0,000)
(6000,000, 12000,000, 0,000)

(2865,836, 6067,082, 0,000)
(2865,836, 6067,082, 150,000)
(5865,836, 12067,082, 150,000)
(5865,836, 12067,082, 0,000)

(4965,836, 6067,082, 150,000)
(5100,000, 6000,000, 150,000)
(8100,000, 12000,000, 150,000)
(7965,836, 12067,082, 150,000)

(5100,000, 6000,000, 0,000)
(4965,836, 6067,082, 0,000)
(7965,836, 12067,082, 0,000)
(8100,000, 12000,000, 0,000)

(2865,836, 6067,082, 150,000)
(3000,000, 6000,000, 150,000)
(6000,000, 12000,000, 150,000)
(5865,836, 12067,082, 150,000)

(3000,000, 6000,000, 150,000)
(3000,000, 6000,000, 0,000)
(6000,000, 12000,000, 0,000)
(6000,000, 12000,000, 150,000)

(2865,836, 6067,082, 0,000)
(2865,836, 6067,082, 150,000)
(5865,836, 12067,082, 150,000)
(5865,836, 12067,082, 0,000)

(3000,000, 6000,000, 0,000)
(2865,836, 6067,082, 0,000)
(5865,836, 12067,082, 0,000)
(6000,000, 12000,000, 0,000)

(3815,836, 6067,082, 150,000)
(3950,000, 6000,000, 150,000)
(6950,000, 12000,000, 150,000)
(6815,836, 12067,082, 150,000)

(3950,000, 6000,000, 150,000)
(3950,000, 6000,000, 0,000)
(6950,000, 12000,000, 0,000)
(6950,000, 12000,000, 150,000)

(3815,836, 6067,082, 0,000)
(3815,836, 6067,082, 150,000)
(6815,836, 12067,082, 150,000)
(6815,836, 12067,082, 0,000)

(3950,000, 6000,000, 0,000)
(3815,836, 6067,082, 0,000)
(6815,836, 12067,082, 0,000)
(6950,000, 12000,000, 0,000)

(3815,836, 6067,082, 150,000)
(3950,000, 6000,000, 150,000)
(6950,000, 12000,000, 150,000)
(6815,836, 12067,082, 150,000)

(2865,836, 6067,082, 150,000)
(3000,000, 6000,000, 150,000)
(6000,000, 12000,000, 150,000)
(5865,836, 12067,082, 150,000)

(3000,000, 6000,000, 150,000)
(3000,000, 6000,000, 0,000)
(6000,000, 12000,000, 0,000)
(6000,000, 12000,000, 150,000)

(2865,836, 6067,082, 0,000)
(2865,836, 6067,082, 150,000)
(5865,836, 12067,082, 150,000)
(5865,836, 12067,082, 0,000)

(3000,000, 6000,000, 0,000)
(2865,836, 6067,082, 0,000)
(5865,836, 12067,082, 0,000)
(6000,000, 12000,000, 0,000)

(3815,836, 6067,082, 150,000)
(3950,000, 6000,000, 150,000)
(6950,000, 12000,000, 150,000)
(6815,836, 12067,082, 150,000)

(3950,000, 6000,000, 150,000)
(3950,000, 6000,000, 0,000)
(6950,000, 12000,000, 0,000)
(6950,000, 12000,000, 150,000)

(3950,000, 6000,000, 0,000)
(3815,836, 6067,082, 0,000)
(6815,836, 12067,082, 0,000)
(6950,000, 12000,000, 0,000)

(3815,836, 6067,082, 0,000)
(3815,836, 6067,082, 150,000)
(6815,836, 12067,082, 150,000)
(6815,836, 12067,082, 0,000)

(2865,836, 6067,082, 150,000)
(3000,000, 6000,000, 150,000)
(6000,000, 12000,000, 150,000)
(5865,836, 12067,082, 150,000)

(2865,836, 6067,082, 150,000)
(3000,000, 6000,000, 150,000)
(6000,000, 12000,000, 150,000)
(5865,836, 12067,082, 150,000)

(3950,000, 6000,000, 150,000)
(3950,000, 6000,000, 0,000)
(6950,000, 12000,000, 0,000)
(6950,000, 12000,000, 150,000)

(2865,836, 6067,082, 150,000)
(3000,000, 6000,000, 150,000)
(6000,000, 12000,000, 150,000)
(5865,836, 12067,082, 150,000)

(3000,000, 6000,000, 0,000)
(2865,836, 6067,082, 0,000)
(5865,836, 12067,082, 0,000)
(6000,000, 12000,000, 0,000)

