(0,000, -75,000, -75,000)
(0,000, 75,000, -75,000)
(6708,204, 75,000, -75,000)
(6708,204, -75,000, -75,000)

(0,000, 75,000, 75,000)
(0,000, -75,000, 75,000)
(6708,204, -75,000, 75,000)
(6708,204, 75,000, 75,000)

(0,000, -75,000, -75,000)
(0,000, 75,000, -75,000)
(6708,204, 75,000, -75,000)
(6708,204, -75,000, -75,000)

(0,000, 75,000, 75,000)
(0,000, -75,000, 75,000)
(6708,204, -75,000, 75,000)
(6708,204, 75,000, 75,000)

(0,000, 75,000, -75,000)
(0,000, 75,000, 75,000)
(6708,204, 75,000, 75,000)
(6708,204, 75,000, -75,000)

(0,000, -75,000, -75,000)
(0,000, 75,000, -75,000)
(6708,204, 75,000, -75,000)
(6708,204, -75,000, -75,000)

(0,000, 75,000, 75,000)
(0,000, -75,000, 75,000)
(6708,204, -75,000, 75,000)
(6708,204, 75,000, 75,000)

(0,000, -75,000, 75,000)
(0,000, -75,000, -75,000)
(6708,204, -75,000, -75,000)
(6708,204, -75,000, 75,000)

(0,000, 75,000, -75,000)
(0,000, 75,000, 75,000)
(1720,194, 75,000, 75,000)
(1720,194, 75,000, -75,000)

(0,000, 75,000, 75,000)
(0,000, -75,000, 75,000)
(1720,194, -75,000, 75,000)
(1720,194, 75,000, 75,000)

(0,000, -75,000, 75,000)
(0,000, -75,000, -75,000)
(1720,194, -75,000, -75,000)
(1720,194, -75,000, 75,000)

(0,000, -75,000, -75,000)
(0,000, 75,000, -75,000)
(1720,194, 75,000, -75,000)
(1720,194, -75,000, -75,000)

(0,000, -75,000, 75,000)
(0,000, -75,000, -75,000)
(3039,536, -75,000, -75,000)
(3039,536, -75,000, 75,000)

(0,000, 75,000, 75,000)
(0,000, -75,000, 75,000)
(3039,536, -75,000, 75,000)
(3039,536, 75,000, 75,000)

(0,000, -75,000, 75,000)
(0,000, -75,000, -75,000)
(3039,536, -75,000, -75,000)
(3039,536, -75,000, 75,000)

(0,000, 75,000, 75,000)
(0,000, -75,000, 75,000)
(3039,536, -75,000, 75,000)
(3039,536, 75,000, 75,000)

(0,000, -75,000, 75,000)
(0,000, -75,000, -75,000)
(6708,204, -75,000, -75,000)
(6708,204, -75,000, 75,000)

(0,000, -75,000, -75,000)
(0,000, 75,000, -75,000)
(6708,204, 75,000, -75,000)
(6708,204, -75,000, -75,000)

(0,000, 75,000, -75,000)
(0,000, 75,000, 75,000)
(6708,204, 75,000, 75,000)
(6708,204, 75,000, -75,000)

(0,000, -75,000, 75,000)
(0,000, -75,000, -75,000)
(6708,204, -75,000, -75,000)
(6708,204, -75,000, 75,000)

(0,000, -75,000, -75,000)
(0,000, 75,000, -75,000)
(6708,204, 75,000, -75,000)
(6708,204, -75,000, -75,000)

(11279,393, 75,000, 4033,507)
(11279,393, 225,000, 4033,507)
(9585,679, 225,000, 1509,599)
(9585,679, 75,000, 1509,599)

(0,000, -75,000, -75,000)
(0,000, 75,000, -75,000)
(3039,536, 75,000, -75,000)
(3039,536, -75,000, -75,000)

(0,000, -75,000, -75,000)
(0,000, 75,000, -75,000)
(6708,204, 75,000, -75,000)
(6708,204, -75,000, -75,000)

(0,000, -75,000, -75,000)
(0,000, 75,000, -75,000)
(6708,204, 75,000, -75,000)
(6708,204, -75,000, -75,000)

(0,000, 75,000, 75,000)
(0,000, -75,000, 75,000)
(6708,204, -75,000, 75,000)
(6708,204, 75,000, 75,000)

(0,000, -75,000, -75,000)
(0,000, 75,000, -75,000)
(3039,536, 75,000, -75,000)
(3039,536, -75,000, -75,000)

(0,000, -75,000, -75,000)
(0,000, 75,000, -75,000)
(3039,536, 75,000, -75,000)
